たべます,食べます,吃,3.49188,4.811917
のみます,飲みます,喝,4.811917,6.607006
すいます[たばこを～],吸います,吸[菸],6.607006,8.56945
みます,見ます,看,8.56945,10.210128
ききます,聞きます,聽、問,10.210128,12.017205
よみます,読みます,閱讀,12.017205,13.933226
かきます,書きます,書寫[也有畫的意思],13.933226,15.651146
かきます,描きます,畫,15.651146,15.651146
かいます,買います,購買,15.651146,17.497151
どります[しゃしんを～],撮ります[写真を～],拍攝[照片],17.497151,19.211772
します,,做,19.211772,20.933632
あいます[ともだちに～],会います[友達に～],[跟朋友]見面,20.933632,22.714349
ごはん,,白飯、飯,22.714349,24.3741
あさごはん,朝ごはん,早餐,24.3741,26.224285
ひるごはん,昼ごはん,午餐,26.224285,28.270704
ばんごはん,晩ごはん,晚餐,28.270704,30.442604
パン,,麵包,30.442604,32.125324
たまご,卵,蛋,32.125324,33.852002
にく,肉,肉,33.852002,35.357189
さかな,魚,魚,35.357189,37.195281
やさい,野菜,蔬菜,37.195281,38.917925
くだもの,果物,水果,38.917925,40.860392
みず,水,水,40.860392,42.52102
おちゃ,お茶,茶,42.52102,44.076307
こうちゃ,紅茶,紅茶,44.076307,45.697829
きゅうにゅう,牛乳,牛奶,45.697829,47.647795
ミルク,,牛奶,47.647795,49.424478
ジュース,,果汁,49.424478,51.197435
ビール,,啤酒,51.197435,52.891898
[お]さけ,[お]酒,酒類、日本酒,52.891898,54.714755
たばこ,,香菸,54.714755,56.320938
てがみ,手紙,信,56.320938,58.116759
レポート,,報告,58.116759,59.88539
しゃしん,写真,照片,59.88539,61.615457
ビデオ,,影片、錄影帶,61.615457,63.581072
みせ,店,商店,63.581072,65.368998
にわ,庭,庭院、院子,65.368998,66.653625
しゅくだい,宿題,作業(~を します：寫作業),66.653625,68.732361
デニス,,網球(~を します：打網球),68.732361,70.448074
サッカー,,足球(~を します：踢足球),70.448074,72.313367
[お]はなみ,[お]花見,賞花(~を します：去賞花),72.313367,74.190558
なに,何,什麼,74.190558,75.781144
いっしょに,,一起,75.781144,77.580105
ちょっと,,一會、一點,77.580105,79.336929
いつも,,經常、總是,79.336929,81.121727
ときどき,時々,有時,81.121727,83.149393
それから,,然後,83.149393,84.673731
ええ,,是的,84.673731,86.171607
いいですね,,好的。,86.171607,88.075751
わかりました,,我明白了。,88.075751,90.026188
なんですか。,何ですか。,什麼是?,92.922989,94.666537
じゃ、 また[おした],,那麼，[明天]再見。,94.666537,97.024951
メキシコ,,墨西哥,97.808026,99.636778
おおさかデパート,大阪デパート,大阪百貨公司,99.636778,101.695626
つるや,,鶴屋,101.695626,103.55407
フランスや,フランス屋,法國屋,103.55407,105.47325
まいにちや,毎日屋,每日屋,105.47325,107.663136
